Model,MSO2024B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.4,
Sample Interval,0.000768049,
Filter Frequency,2e+08,
Record Length,5208,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.5,
Label,,
TIME,CH1,CH1 Peak Detect
-8.8786e-01,-2.12,-2.16
-8.8710e-01,-2.1,-2.04
-8.8633e-01,-2.12,-2.16
-8.8556e-01,-2.12,-2.04
-8.8479e-01,-2.12,-2.18
-8.8402e-01,-2.14,-2.08
-8.8326e-01,-2.14,-2.22
-8.8249e-01,-2.16,-2.1
-8.8172e-01,-2.16,-2.22
-8.8095e-01,-2.18,-2.1
-8.8018e-01,-2.2,-2.24
-8.7942e-01,-2.18,-2.12
-8.7865e-01,-2.2,-2.26
-8.7788e-01,-2.2,-2.14
-8.7711e-01,-2.22,-2.28
-8.7634e-01,-2.22,-2.16
-8.7558e-01,-2.22,-2.28
-8.7481e-01,-2.24,-2.16
-8.7404e-01,-2.22,-2.3
-8.7327e-01,-2.24,-2.18
-8.7250e-01,-2.22,-2.3
-8.7174e-01,-2.24,-2.18
-8.7097e-01,-2.26,-2.32
-8.7020e-01,-2.26,-2.2
-8.6943e-01,-2.26,-2.32
-8.6866e-01,-2.3,-2.22
-8.6790e-01,-2.26,-2.34
-8.6713e-01,-2.28,-2.22
-8.6636e-01,-2.32,-2.34
-8.6559e-01,-2.3,-2.22
-8.6482e-01,-2.3,-2.34
-8.6406e-01,-2.3,-2.24
-8.6329e-01,-2.3,-2.36
-8.6252e-01,-2.3,-2.24
-8.6175e-01,-2.3,-2.36
-8.6098e-01,-2.3,-2.24
-8.6022e-01,-2.32,-2.36
-8.5945e-01,-2.32,-2.24
-8.5868e-01,-2.32,-2.38
-8.5791e-01,-2.32,-2.26
-8.5714e-01,-2.32,-2.38
-8.5637e-01,-2.34,-2.26
-8.5561e-01,-2.32,-2.38
-8.5484e-01,-2.32,-2.26
-8.5407e-01,-2.34,-2.38
-8.5330e-01,-2.34,-2.28
-8.5253e-01,-2.32,-2.4
-8.5177e-01,-2.3,-2.28
-8.5100e-01,-2.32,-2.4
-8.5023e-01,-2.36,-2.28
-8.4946e-01,-2.34,-2.4
-8.4869e-01,-2.36,-2.28
-8.4793e-01,-2.34,-2.4
-8.4716e-01,-2.34,-2.28
-8.4639e-01,-2.36,-2.4
-8.4562e-01,-2.36,-2.28
-8.4485e-01,-2.34,-4.54
-8.4409e-01,-2.14,0.54
-8.4332e-01,-2.62,-2.66
-8.4255e-01,-2.6,-2.54
-8.4178e-01,-2.58,-2.62
-8.4101e-01,-2.58,-2.52
-8.4025e-01,-2.58,-2.62
-8.3948e-01,-2.56,-2.5
-8.3871e-01,-2.56,-2.6
-8.3794e-01,-2.56,-2.5
-8.3717e-01,-2.56,-2.6
-8.3641e-01,-2.54,-2.48
-8.3564e-01,-2.52,-2.58
-8.3487e-01,-2.54,-2.48
-8.3410e-01,-2.52,-2.58
-8.3333e-01,-2.52,-2.46
-8.3257e-01,-2.52,-2.56
-8.3180e-01,-2.5,-2.46
-8.3103e-01,-2.5,-2.56
-8.3026e-01,-2.52,-2.44
-8.2949e-01,-2.5,-2.54
-8.2873e-01,-2.48,-2.44
-8.2796e-01,-2.48,-2.54
-8.2719e-01,-2.48,-2.42
-8.2642e-01,-2.5,-2.52
-8.2565e-01,-2.48,-2.42
-8.2488e-01,-2.5,-2.5
-8.2412e-01,-2.46,-2.4
-8.2335e-01,-2.48,-2.5
-8.2258e-01,-2.46,-2.4
-8.2181e-01,-2.44,-2.5
-8.2104e-01,-2.44,-2.38
-8.2028e-01,-2.46,-2.5
-8.1951e-01,-2.44,-2.38
-8.1874e-01,-2.42,-2.48
-8.1797e-01,-2.44,-2.36
-8.1720e-01,-2.42,-3.78
-8.1644e-01,-2.38,-1.74
-8.1567e-01,-2.34,-2.4
-8.1490e-01,-2.34,-2.28
-8.1413e-01,-2.34,-2.38
-8.1336e-01,-2.36,-2.28
-8.1260e-01,-2.34,-2.38
-8.1183e-01,-2.32,-2.26
-8.1106e-01,-2.34,-2.38
-8.1029e-01,-2.32,-2.26
-8.0952e-01,-2.32,-2.36
-8.0876e-01,-2.3,-2.26
-8.0799e-01,-2.32,-2.36
-8.0722e-01,-2.3,-2.24
-8.0645e-01,-2.3,-2.34
-8.0568e-01,-2.3,-2.24
-8.0492e-01,-2.3,-2.34
-8.0415e-01,-2.28,-2.22
-8.0338e-01,-2.28,-2.32
-8.0261e-01,-2.28,-2.2
-8.0184e-01,-2.28,-2.32
-8.0108e-01,-2.3,-2.2
-8.0031e-01,-2.28,-2.32
-7.9954e-01,-2.28,-2.2
-7.9877e-01,-2.26,-2.34
-7.9800e-01,-2.28,-2.22
-7.9724e-01,-2.28,-2.34
-7.9647e-01,-2.28,-2.22
-7.9570e-01,-2.3,-2.36
-7.9493e-01,-2.28,-2.24
-7.9416e-01,-2.28,-4.54
-7.9339e-01,-2.04,0.54
-7.9263e-01,-2.46,-4.54
-7.9186e-01,-2.46,-0.84
-7.9109e-01,-2.46,-2.5
-7.9032e-01,-2.46,-2.4
-7.8955e-01,-2.44,-2.5
-7.8879e-01,-2.44,-2.38
-7.8802e-01,-2.42,-2.48
-7.8725e-01,-2.44,-2.38
-7.8648e-01,-2.44,-2.48
-7.8571e-01,-2.46,-2.36
-7.8495e-01,-2.44,-2.48
-7.8418e-01,-2.44,-2.36
-7.8341e-01,-2.42,-2.46
-7.8264e-01,-2.42,-2.34
-7.8187e-01,-2.4,-2.46
-7.8111e-01,-2.4,-2.34
-7.8034e-01,-2.4,-2.44
-7.7957e-01,-2.38,-2.32
-7.7880e-01,-2.38,-2.44
-7.7803e-01,-2.38,-2.32
-7.7727e-01,-2.38,-2.42
-7.7650e-01,-2.38,-2.32
-7.7573e-01,-2.36,-2.42
-7.7496e-01,-2.36,-2.3
-7.7419e-01,-2.36,-2.42
-7.7343e-01,-2.36,-2.3
-7.7266e-01,-2.34,-2.4
-7.7189e-01,-2.36,-2.28
-7.7112e-01,-2.34,-2.4
-7.7035e-01,-2.34,-2.28
-7.6959e-01,-2.34,-2.38
-7.6882e-01,-2.34,-2.26
-7.6805e-01,-2.32,-2.36
-7.6728e-01,-2.32,-2.24
-7.6651e-01,-2.32,-2.38
-7.6575e-01,-2.32,-2.26
-7.6498e-01,-2.3,-2.36
-7.6421e-01,-2.32,-2.24
-7.6344e-01,-2.32,-2.38
-7.6267e-01,-2.32,-2.26
-7.6190e-01,-2.34,-2.38
-7.6114e-01,-2.32,-2.26
-7.6037e-01,-2.34,-2.38
-7.5960e-01,-2.32,-2.26
-7.5883e-01,-2.32,-2.38
-7.5806e-01,-2.34,-2.26
-7.5730e-01,-2.34,-2.4
-7.5653e-01,-2.34,-2.28
-7.5576e-01,-2.34,-2.4
-7.5499e-01,-2.32,-2.28
-7.5422e-01,-2.34,-2.4
-7.5346e-01,-2.34,-2.28
-7.5269e-01,-2.36,-2.4
-7.5192e-01,-2.34,-2.3
-7.5115e-01,-2.36,-2.4
-7.5038e-01,-2.36,-2.3
-7.4962e-01,-2.36,-2.4
-7.4885e-01,-2.36,-2.28
-7.4808e-01,-2.36,-2.4
-7.4731e-01,-2.34,-2.3
-7.4654e-01,-2.38,-2.42
-7.4578e-01,-2.36,-2.3
-7.4501e-01,-2.36,-2.82
-7.4424e-01,-2.36,-1.98
-7.4347e-01,-2.36,-2.42
-7.4270e-01,-2.36,-2.3
-7.4194e-01,-2.38,-2.42
-7.4117e-01,-2.36,-2.3
-7.4040e-01,-2.36,-2.42
-7.3963e-01,-2.36,-2.3
-7.3886e-01,-2.38,-2.42
-7.3810e-01,-2.38,-2.3
-7.3733e-01,-2.38,-2.42
-7.3656e-01,-2.38,-2.3
-7.3579e-01,-2.36,-2.42
-7.3502e-01,-2.36,-2.32
-7.3425e-01,-2.38,-2.42
-7.3349e-01,-2.38,-2.32
-7.3272e-01,-2.38,-2.42
-7.3195e-01,-2.38,-2.32
-7.3118e-01,-2.38,-2.42
-7.3041e-01,-2.38,-2.32
-7.2965e-01,-2.38,-2.42
-7.2888e-01,-2.38,-2.32
-7.2811e-01,-2.38,-2.44
-7.2734e-01,-2.38,-2.32
-7.2657e-01,-2.38,-2.42
-7.2581e-01,-2.38,-2.32
-7.2504e-01,-2.38,-2.42
-7.2427e-01,-2.36,-2.32
-7.2350e-01,-2.38,-2.44
-7.2273e-01,-2.38,-2.32
-7.2197e-01,-2.38,-2.44
-7.2120e-01,-2.38,-2.32
-7.2043e-01,-2.38,-2.44
-7.1966e-01,-2.38,-2.32
-7.1889e-01,-2.38,-2.44
-7.1813e-01,-2.38,-2.32
-7.1736e-01,-2.38,-2.44
-7.1659e-01,-2.36,-2.32
-7.1582e-01,-2.38,-2.44
-7.1505e-01,-2.36,-2.32
-7.1429e-01,-2.38,-2.44
-7.1352e-01,-2.4,-2.32
-7.1275e-01,-2.38,-2.44
-7.1198e-01,-2.38,-2.32
-7.1121e-01,-2.38,-2.44
-7.1045e-01,-2.4,-2.32
-7.0968e-01,-2.38,-2.44
-7.0891e-01,-2.38,-2.32
-7.0814e-01,-2.38,-2.44
-7.0737e-01,-2.38,-2.32
-7.0661e-01,-2.4,-2.44
-7.0584e-01,-2.38,-2.32
-7.0507e-01,-2.4,-2.44
-7.0430e-01,-2.38,-2.32
-7.0353e-01,-2.4,-2.44
-7.0276e-01,-2.38,-2.32
-7.0200e-01,-2.4,-2.44
-7.0123e-01,-2.38,-2.32
-7.0046e-01,-2.38,-2.44
-6.9969e-01,-2.4,-2.32
-6.9892e-01,-2.4,-2.44
-6.9816e-01,-2.4,-2.32
-6.9739e-01,-2.38,-2.44
-6.9662e-01,-2.4,-2.34
-6.9585e-01,-2.38,-2.44
-6.9508e-01,-2.4,-2.32
-6.9432e-01,-2.4,-4.54
-6.9355e-01,-2.4,-0.88
-6.9278e-01,-1.94,-3.74
-6.9201e-01,-3.04,-1.76
-6.9124e-01,-3,-3.06
-6.9048e-01,-3,-2.92
-6.8971e-01,-2.98,-3.02
-6.8894e-01,-2.98,-2.9
-6.8817e-01,-2.96,-3
-6.8740e-01,-2.94,-2.88
-6.8664e-01,-2.96,-3
-6.8587e-01,-2.94,-2.88
-6.8510e-01,-2.94,-2.98
-6.8433e-01,-2.92,-2.86
-6.8356e-01,-2.92,-2.96
-6.8280e-01,-2.92,-2.86
-6.8203e-01,-2.92,-2.96
-6.8126e-01,-2.9,-2.84
-6.8049e-01,-2.9,-2.94
-6.7972e-01,-2.9,-2.82
-6.7896e-01,-2.88,-2.94
-6.7819e-01,-2.88,-2.8
-6.7742e-01,-2.88,-2.92
-6.7665e-01,-2.88,-2.8
-6.7588e-01,-2.86,-2.92
-6.7512e-01,-2.86,-2.8
-6.7435e-01,-2.86,-2.9
-6.7358e-01,-2.86,-2.78
-6.7281e-01,-2.84,-2.88
-6.7204e-01,-2.84,-2.78
-6.7127e-01,-2.84,-2.88
-6.7051e-01,-2.84,-2.76
-6.6974e-01,-2.8,-2.86
-6.6897e-01,-2.8,-2.74
-6.6820e-01,-2.8,-2.86
-6.6743e-01,-2.8,-2.74
-6.6667e-01,-2.8,-2.84
-6.6590e-01,-2.8,-2.72
-6.6513e-01,-2.78,-2.82
-6.6436e-01,-2.78,-2.72
-6.6359e-01,-2.76,-2.82
-6.6283e-01,-2.78,-2.7
-6.6206e-01,-2.76,-2.8
-6.6129e-01,-2.76,-2.7
-6.6052e-01,-2.74,-2.8
-6.5975e-01,-2.76,-2.68
-6.5899e-01,-2.74,-2.78
-6.5822e-01,-2.74,-2.68
-6.5745e-01,-2.74,-2.78
-6.5668e-01,-2.72,-2.66
-6.5591e-01,-2.72,-2.76
-6.5515e-01,-2.7,-2.64
-6.5438e-01,-2.7,-2.76
-6.5361e-01,-2.7,-2.64
-6.5284e-01,-2.7,-2.74
-6.5207e-01,-2.68,-2.62
-6.5131e-01,-2.68,-2.74
-6.5054e-01,-2.68,-2.62
-6.4977e-01,-2.66,-2.74
-6.4900e-01,-2.68,-2.6
-6.4823e-01,-2.64,-2.7
-6.4747e-01,-2.68,-2.6
-6.4670e-01,-2.64,-2.7
-6.4593e-01,-2.66,-2.58
-6.4516e-01,-2.64,-2.68
-6.4439e-01,-2.64,-2.58
-6.4363e-01,-2.62,-2.68
-6.4286e-01,-2.62,-2.56
-6.4209e-01,-2.6,-2.66
-6.4132e-01,-2.62,-2.56
-6.4055e-01,-2.6,-2.66
-6.3978e-01,-2.6,-2.54
-6.3902e-01,-2.6,-2.64
-6.3825e-01,-2.6,-2.54
-6.3748e-01,-2.58,-2.62
-6.3671e-01,-2.58,-2.52
-6.3594e-01,-2.58,-2.62
-6.3518e-01,-2.56,-2.52
-6.3441e-01,-2.58,-2.62
-6.3364e-01,-2.56,-2.52
-6.3287e-01,-2.58,-2.6
-6.3210e-01,-2.54,-2.5
-6.3134e-01,-2.54,-2.6
-6.3057e-01,-2.54,-2.48
-6.2980e-01,-2.52,-2.58
-6.2903e-01,-2.52,-2.48
-6.2826e-01,-2.54,-2.58
-6.2750e-01,-2.54,-2.46
-6.2673e-01,-2.5,-2.56
-6.2596e-01,-2.5,-2.46
-6.2519e-01,-2.52,-2.54
-6.2442e-01,-2.5,-2.44
-6.2366e-01,-2.5,-2.54
-6.2289e-01,-2.5,-2.44
-6.2212e-01,-2.48,-2.54
-6.2135e-01,-2.48,-2.42
-6.2058e-01,-2.46,-2.52
-6.1982e-01,-2.48,-2.42
-6.1905e-01,-2.46,-2.52
-6.1828e-01,-2.48,-2.4
-6.1751e-01,-2.48,-2.5
-6.1674e-01,-2.46,-2.4
-6.1598e-01,-2.46,-2.5
-6.1521e-01,-2.44,-2.38
-6.1444e-01,-2.44,-2.5
-6.1367e-01,-2.44,-2.38
-6.1290e-01,-2.42,-4.54
-6.1214e-01,-1.54,0.54
-6.1137e-01,-1.96,-2
-6.1060e-01,-1.96,-1.9
-6.0983e-01,-1.94,-2
-6.0906e-01,-1.96,-1.9
-6.0829e-01,-1.94,-2.04
-6.0753e-01,-1.98,-1.9
-6.0676e-01,-1.98,-2.06
-6.0599e-01,-2.02,-1.94
-6.0522e-01,-2.02,-2.1
-6.0445e-01,-2.04,-1.96
-6.0369e-01,-2.06,-2.1
-6.0292e-01,-2.06,-2
-6.0215e-01,-2.06,-2.14
-6.0138e-01,-2.08,-2.02
-6.0061e-01,-2.1,-2.16
-5.9985e-01,-2.1,-2.04
-5.9908e-01,-2.1,-2.18
-5.9831e-01,-2.14,-2.06
-5.9754e-01,-2.14,-2.2
-5.9677e-01,-2.14,-2.08
-5.9601e-01,-2.16,-2.22
-5.9524e-01,-2.16,-2.1
-5.9447e-01,-2.18,-2.22
-5.9370e-01,-2.16,-2.12
-5.9293e-01,-2.18,-2.24
-5.9217e-01,-2.2,-2.12
-5.9140e-01,-2.18,-2.26
-5.9063e-01,-2.18,-2.14
-5.8986e-01,-2.22,-2.28
-5.8909e-01,-1.9,-1.72
-5.8833e-01,-1.92,-3.34
-5.8756e-01,-1.96,-1.78
-5.8679e-01,-2.44,-2.5
-5.8602e-01,-2.44,-2.38
-5.8525e-01,-2.42,-2.48
-5.8449e-01,-2.42,-2.36
-5.8372e-01,-2.42,-2.46
-5.8295e-01,-2.42,-2.34
-5.8218e-01,-2.42,-2.46
-5.8141e-01,-2.4,-2.34
-5.8065e-01,-2.4,-2.44
-5.7988e-01,-2.42,-2.32
-5.7911e-01,-2.4,-2.44
-5.7834e-01,-2.4,-2.32
-5.7757e-01,-2.34,-2.42
-5.7680e-01,-2.36,-2.3
-5.7604e-01,-2.36,-2.42
-5.7527e-01,-2.36,-2.3
-5.7450e-01,-2.36,-2.42
-5.7373e-01,-2.36,-2.28
-5.7296e-01,-2.38,-2.4
-5.7220e-01,-2.36,-2.28
-5.7143e-01,-2.32,-2.38
-5.7066e-01,-2.34,-2.28
-5.6989e-01,-2.34,-2.38
-5.6912e-01,-2.32,-2.26
-5.6836e-01,-2.32,-2.38
-5.6759e-01,-2.32,-2.24
-5.6682e-01,-2.32,-2.36
-5.6605e-01,-2.3,-2.24
-5.6528e-01,-2.3,-2.34
-5.6452e-01,-2.3,-2.24
-5.6375e-01,-2.3,-2.34
-5.6298e-01,-2.28,-2.24
-5.6221e-01,-2.3,-2.34
-5.6144e-01,-2.3,-2.22
-5.6068e-01,-2.3,-2.34
-5.5991e-01,-2.3,-2.22
-5.5914e-01,-2.3,-2.34
-5.5837e-01,-2.3,-2.24
-5.5760e-01,-2.3,-2.36
-5.5684e-01,-2.3,-2.24
-5.5607e-01,-2.32,-2.36
-5.5530e-01,-2.32,-2.24
-5.5453e-01,-2.3,-2.36
-5.5376e-01,-2.32,-2.26
-5.5300e-01,-2.34,-2.38
-5.5223e-01,-2.32,-2.26
-5.5146e-01,-2.32,-2.38
-5.5069e-01,-2.34,-2.26
-5.4992e-01,-2.32,-2.38
-5.4916e-01,-2.34,-2.26
-5.4839e-01,-2.34,-2.38
-5.4762e-01,-2.32,-2.28
-5.4685e-01,-2.36,-2.38
-5.4608e-01,-2.32,-2.28
-5.4531e-01,-2.34,-2.4
-5.4455e-01,-2.34,-2.28
-5.4378e-01,-2.34,-2.4
-5.4301e-01,-2.36,-2.28
-5.4224e-01,-2.36,-2.4
-5.4147e-01,-2.36,-2.28
-5.4071e-01,-2.36,-4.54
-5.3994e-01,-2.36,0.54
-5.3917e-01,-2.6,-2.66
-5.3840e-01,-2.6,-2.54
-5.3763e-01,-2.6,-2.64
-5.3687e-01,-2.58,-2.52
-5.3610e-01,-2.58,-2.62
-5.3533e-01,-2.56,-2.52
-5.3456e-01,-2.56,-2.62
-5.3379e-01,-2.54,-2.5
-5.3303e-01,-2.54,-2.6
-5.3226e-01,-2.54,-2.5
-5.3149e-01,-2.56,-2.6
-5.3072e-01,-2.54,-2.48
-5.2995e-01,-2.52,-2.58
-5.2919e-01,-2.54,-2.48
-5.2842e-01,-2.52,-2.58
-5.2765e-01,-2.5,-2.46
-5.2688e-01,-2.5,-2.56
-5.2611e-01,-2.5,-2.44
-5.2535e-01,-2.52,-2.56
-5.2458e-01,-2.5,-2.44
-5.2381e-01,-2.48,-2.54
-5.2304e-01,-2.5,-2.42
-5.2227e-01,-2.5,-2.52
-5.2151e-01,-2.46,-2.42
-5.2074e-01,-2.48,-2.52
-5.1997e-01,-2.46,-2.42
-5.1920e-01,-2.44,-2.5
-5.1843e-01,-2.46,-2.4
-5.1767e-01,-2.46,-2.5
-5.1690e-01,-2.46,-2.38
-5.1613e-01,-2.44,-2.48
-5.1536e-01,-2.44,-2.38
-5.1459e-01,-2.42,-2.48
-5.1382e-01,-2.46,-2.36
-5.1306e-01,-2.42,-2.48
-5.1229e-01,-2.44,-2.36
-5.1152e-01,-2.42,-2.46
-5.1075e-01,-2.42,-2.34
-5.0998e-01,-2.4,-2.46
-5.0922e-01,-2.42,-2.34
-5.0845e-01,-2.38,-2.44
-5.0768e-01,-2.42,-2.34
-5.0691e-01,-2.4,-2.44
-5.0614e-01,-2.4,-2.32
-5.0538e-01,-2.36,-2.42
-5.0461e-01,-2.38,-2.3
-5.0384e-01,-2.38,-2.42
-5.0307e-01,-2.38,-2.3
-5.0230e-01,-2.34,-2.42
-5.0154e-01,-2.36,-2.3
-5.0077e-01,-2.34,-2.4
-5.0000e-01,-2.36,-2.28
-4.9923e-01,-2.34,-2.38
-4.9846e-01,-2.34,-2.28
-4.9770e-01,-2.32,-2.38
-4.9693e-01,-2.34,-2.26
-4.9616e-01,-2.32,-2.38
-4.9539e-01,-2.32,-2.26
-4.9462e-01,-2.28,-2.36
-4.9386e-01,-2.34,-2.24
-4.9309e-01,-2.32,-2.36
-4.9232e-01,-2.3,-2.24
-4.9155e-01,-2.3,-3.68
-4.9078e-01,-2.3,-1.12
-4.9002e-01,-1.98,-3.46
-4.8925e-01,-1.84,-1.76
-4.8848e-01,-1.94,-4.54
-4.8771e-01,-2.54,-0.72
-4.8694e-01,-2.54,-2.56
-4.8618e-01,-2.52,-2.46
-4.8541e-01,-2.5,-2.56
-4.8464e-01,-2.5,-2.44
-4.8387e-01,-2.5,-2.54
-4.8310e-01,-2.48,-2.42
-4.8233e-01,-2.48,-2.52
-4.8157e-01,-2.48,-2.42
-4.8080e-01,-2.48,-2.52
-4.8003e-01,-2.48,-2.4
-4.7926e-01,-2.46,-2.5
-4.7849e-01,-2.46,-2.4
-4.7773e-01,-2.44,-2.5
-4.7696e-01,-2.46,-2.38
-4.7619e-01,-2.44,-2.5
-4.7542e-01,-2.44,-2.38
-4.7465e-01,-2.42,-2.48
-4.7389e-01,-2.44,-2.36
-4.7312e-01,-2.44,-2.46
-4.7235e-01,-2.42,-2.34
-4.7158e-01,-2.42,-2.46
-4.7081e-01,-2.4,-2.36
-4.7005e-01,-2.4,-2.46
-4.6928e-01,-2.4,-2.34
-4.6851e-01,-2.4,-2.44
-4.6774e-01,-2.4,-2.32
-4.6697e-01,-2.38,-2.44
-4.6621e-01,-2.38,-2.32
-4.6544e-01,-2.38,-2.42
-4.6467e-01,-2.4,-2.3
-4.6390e-01,-2.38,-2.42
-4.6313e-01,-2.36,-2.3
-4.6237e-01,-2.34,-2.4
-4.6160e-01,-2.38,-2.3
-4.6083e-01,-2.36,-2.4
-4.6006e-01,-2.34,-2.28
-4.5929e-01,-2.34,-2.38
-4.5853e-01,-2.34,-2.28
-4.5776e-01,-2.34,-2.38
-4.5699e-01,-2.34,-2.26
-4.5622e-01,-2.32,-2.38
-4.5545e-01,-2.3,-2.26
-4.5469e-01,-2.32,-2.36
-4.5392e-01,-2.32,-2.24
-4.5315e-01,-2.3,-2.36
-4.5238e-01,-2.3,-2.24
-4.5161e-01,-2.3,-2.34
-4.5084e-01,-2.3,-2.22
-4.5008e-01,-2.3,-2.34
-4.4931e-01,-2.28,-2.22
-4.4854e-01,-2.28,-2.32
-4.4777e-01,-2.28,-2.2
-4.4700e-01,-2.26,-2.32
-4.4624e-01,-2.28,-2.2
-4.4547e-01,-2.28,-2.32
-4.4470e-01,-2.28,-2.2
-4.4393e-01,-2.28,-2.34
-4.4316e-01,-2.3,-2.22
-4.4240e-01,-2.28,-2.34
-4.4163e-01,-2.3,-2.22
-4.4086e-01,-2.28,-2.34
-4.4009e-01,-2.3,-2.24
-4.3932e-01,-2.3,-2.36
-4.3856e-01,-2.32,-2.24
-4.3779e-01,-2.3,-2.36
-4.3702e-01,-2.32,-2.24
-4.3625e-01,-2.32,-2.36
-4.3548e-01,-2.32,-2.26
-4.3472e-01,-2.32,-2.38
-4.3395e-01,-2.32,-2.26
-4.3318e-01,-2.3,-2.38
-4.3241e-01,-2.34,-2.26
-4.3164e-01,-2.32,-2.38
-4.3088e-01,-2.34,-2.26
-4.3011e-01,-2.32,-2.4
-4.2934e-01,-2.34,-2.26
-4.2857e-01,-2.32,-2.38
-4.2780e-01,-2.34,-2.28
-4.2704e-01,-2.34,-2.4
-4.2627e-01,-2.36,-2.28
-4.2550e-01,-2.36,-2.4
-4.2473e-01,-2.34,-2.28
-4.2396e-01,-2.34,-2.4
-4.2320e-01,-2.34,-2.28
-4.2243e-01,-2.34,-2.4
-4.2166e-01,-2.36,-2.3
-4.2089e-01,-2.38,-2.42
-4.2012e-01,-2.36,-2.3
-4.1935e-01,-2.36,-2.4
-4.1859e-01,-2.36,-2.3
-4.1782e-01,-2.36,-2.4
-4.1705e-01,-2.36,-2.3
-4.1628e-01,-2.36,-2.4
-4.1551e-01,-2.34,-2.3
-4.1475e-01,-2.36,-2.42
-4.1398e-01,-2.36,-2.3
-4.1321e-01,-2.4,-2.42
-4.1244e-01,-2.36,-2.3
-4.1167e-01,-2.38,-2.42
-4.1091e-01,-2.38,-2.32
-4.1014e-01,-2.36,-2.42
-4.0937e-01,-2.38,-2.3
-4.0860e-01,-2.38,-2.42
-4.0783e-01,-2.38,-2.32
-4.0707e-01,-2.38,-2.42
-4.0630e-01,-2.36,-2.32
-4.0553e-01,-2.36,-2.42
-4.0476e-01,-2.36,-2.32
-4.0399e-01,-2.34,-2.42
-4.0323e-01,-2.38,-2.32
-4.0246e-01,-2.38,-2.42
-4.0169e-01,-2.38,-2.32
-4.0092e-01,-2.38,-2.42
-4.0015e-01,-2.38,-2.32
-3.9939e-01,-2.38,-2.42
-3.9862e-01,-2.38,-2.32
-3.9785e-01,-2.36,-2.42
-3.9708e-01,-2.4,-2.32
-3.9631e-01,-2.4,-2.42
-3.9555e-01,-2.4,-2.32
-3.9478e-01,-2.4,-2.44
-3.9401e-01,-2.38,-2.32
-3.9324e-01,-2.38,-2.42
-3.9247e-01,-2.38,-2.32
-3.9171e-01,-2.38,-2.44
-3.9094e-01,-2.38,-2.32
-3.9017e-01,-2.4,-2.42
-3.8940e-01,-2.38,-2.32
-3.8863e-01,-2.38,-2.44
-3.8786e-01,-2.38,-2.32
-3.8710e-01,-2.36,-2.42
-3.8633e-01,-2.38,-2.32
-3.8556e-01,-2.38,-2.44
-3.8479e-01,-2.36,-2.32
-3.8402e-01,-2.38,-2.44
-3.8326e-01,-2.38,-2.32
-3.8249e-01,-2.38,-2.44
-3.8172e-01,-2.4,-2.32
-3.8095e-01,-2.38,-2.44
-3.8018e-01,-2.4,-2.32
-3.7942e-01,-2.38,-2.44
-3.7865e-01,-2.4,-2.32
-3.7788e-01,-2.4,-2.44
-3.7711e-01,-2.4,-2.32
-3.7634e-01,-2.38,-2.44
-3.7558e-01,-2.4,-2.32
-3.7481e-01,-2.4,-2.44
-3.7404e-01,-2.38,-2.32
-3.7327e-01,-2.4,-2.44
-3.7250e-01,-2.4,-2.32
-3.7174e-01,-2.4,-2.44
-3.7097e-01,-2.4,-2.32
-3.7020e-01,-2.4,-2.44
-3.6943e-01,-2.36,-2.32
-3.6866e-01,-2.38,-2.44
-3.6790e-01,-2.38,-2.32
-3.6713e-01,-2.38,-2.44
-3.6636e-01,-2.38,-2.32
-3.6559e-01,-2.4,-2.44
-3.6482e-01,-2.4,-2.32
-3.6406e-01,-2.4,-2.44
-3.6329e-01,-2.4,-2.32
-3.6252e-01,-2.4,-2.44
-3.6175e-01,-2.38,-2.32
-3.6098e-01,-2.4,-2.44
-3.6022e-01,-2.4,-2.32
-3.5945e-01,-2.38,-2.44
-3.5868e-01,-2.4,-2.32
-3.5791e-01,-2.38,-2.44
-3.5714e-01,-2.4,-2.32
-3.5637e-01,-2.4,-2.44
-3.5561e-01,-2.38,-2.32
-3.5484e-01,-2.38,-2.44
-3.5407e-01,-2.4,-2.32
-3.5330e-01,-2.42,-2.44
-3.5253e-01,-2.38,-2.32
-3.5177e-01,-2.4,-2.44
-3.5100e-01,-2.42,-2.32
-3.5023e-01,-2.4,-2.44
-3.4946e-01,-2.4,-2.32
-3.4869e-01,-2.4,-2.44
-3.4793e-01,-2.4,-2.32
-3.4716e-01,-2.38,-2.44
-3.4639e-01,-2.4,-2.32
-3.4562e-01,-2.38,-2.44
-3.4485e-01,-2.38,-2.32
-3.4409e-01,-2.4,-4.54
-3.4332e-01,-1.92,0.54
-3.4255e-01,-2.38,-2.44
-3.4178e-01,-2.38,-2.34
-3.4101e-01,-2.4,-2.44
-3.4025e-01,-2.4,-2.34
-3.3948e-01,-2.4,-2.44
-3.3871e-01,-2.38,-2.32
-3.3794e-01,-2.38,-2.44
-3.3717e-01,-2.38,-2.32
-3.3641e-01,-2.38,-2.44
-3.3564e-01,-2.38,-2.32
-3.3487e-01,-2.38,-2.44
-3.3410e-01,-2.4,-2.32
-3.3333e-01,-2.4,-2.44
-3.3257e-01,-2.42,-2.32
-3.3180e-01,-2.4,-2.44
-3.3103e-01,-2.4,-2.32
-3.3026e-01,-2.38,-2.44
-3.2949e-01,-2.38,-2.32
